variable_name,actions,week
Object sizes/interactive/sm-objectSize,0,2025-04-13
Object sizes/default/2xl-objectSize,0,2025-04-13
text/brand,0,2025-04-13
Object sizes/interactive/2xl-objectSize,0,2025-04-13
spacing/s,0,2025-04-13
background/sale,0,2025-04-13
Object sizes/interactive/3xl-objectSize,0,2025-04-13
opacity/disabled,0,2025-04-13
text/sale,0,2025-04-13
text/:selected,0,2025-04-13
background/default,0,2025-04-13
Object sizes/default/sm-objectSize,0,2025-04-06
text/positive,0,2025-04-06
background/negative,0,2025-04-06
border-radius/rounded,0,2025-04-06
text/secondary,0,2025-04-06
text/:focus,0,2025-04-06
Object sizes/default/md-objectSize,0,2025-04-06
border-width/s,0,2025-04-06
background/overlay,0,2025-04-06
Object sizes/interactive/2xl-objectSize,0,2025-04-06
border/:hover,0,2025-04-06
border/interactive,0,2025-04-06
Object sizes/interactive/4xl-objectSize,0,2025-04-06
background/:focus,0,2025-04-06
Object sizes/default/xl-objectSize,0,2025-04-06
border/positive,0,2025-04-06
border/secondary,0,2025-04-06
text/:selected,0,2025-04-06
spacing/m,0,2025-04-06
background/secondary,0,2025-04-06
background/brand,0,2025-04-06
text/interactive,0,2025-04-06
border/primary,0,2025-04-06
spacing/s,0,2025-04-06
background/default,0,2025-04-06
border/negative,0,2025-04-06
text/inverse,0,2025-04-06
text/primary,0,2025-04-06
Object sizes/interactive/md-objectSize,0,2025-04-06
spacing/none,0,2025-04-06
border-radius/s,0,2025-04-06
spacing/l,0,2025-04-06
background/tertiary,0,2025-04-06
Object sizes/interactive/5xl-objectSize,0,2025-04-06
spacing/xs,0,2025-04-06
text/:pressed,0,2025-04-06
Object sizes/default/4xl-objectSize,0,2025-04-06
border/:focus,0,2025-04-06
border/:selected,0,2025-04-06
Object sizes/interactive/sm-objectSize,0,2025-04-06
border-radius/m,0,2025-04-06
text/sale,0,2025-04-06
background/:selected,0,2025-04-06
background/positive,0,2025-04-06
Object sizes/interactive/3xl-objectSize,0,2025-04-06
border-width/m,0,2025-04-06
Object sizes/interactive/xs-objectSize,0,2025-04-06
border/:pressed,0,2025-04-06
Object sizes/default/xxs-objectSize,0,2025-04-06
Object sizes/interactive/xl-objectSize,0,2025-04-06
Object sizes/default/2xl-objectSize,0,2025-04-06
border-radius/l,0,2025-04-06
Object sizes/interactive/6xl-objectSize,0,2025-04-06
text/brand,0,2025-04-06
Object sizes/default/lg-objectSize,0,2025-04-06
background/:pressed,0,2025-04-06
border-radius/none,0,2025-04-06
spacing/3xs,0,2025-04-06
Object sizes/default/6xl-objectSize,0,2025-04-06
border-width/l,0,2025-04-06
background/primary,0,2025-04-06
background/sale,0,2025-04-06
background/:hover,0,2025-04-06
spacing/2xs,0,2025-04-06
spacing/2xl,0,2025-04-06
opacity/disabled,0,2025-04-06
Object sizes/interactive/lg-objectSize,0,2025-04-06
Object sizes/default/3xl-objectSize,0,2025-04-06
text/negative,0,2025-04-06
text/:hover,0,2025-04-06
spacing/xl,0,2025-04-06
Object sizes/default/xs-objectSize,0,2025-04-06
spacing/3xs,0,2025-03-30
Object sizes/interactive/xxs-objectSize,0,2025-03-30
background/default,0,2025-03-30
Object sizes/default/xl-objectSize,0,2025-03-30
Object sizes/interactive/lg-objectSize,0,2025-03-30
opacity/disabled,0,2025-03-30
border/primary,0,2025-03-30
border-radius/s,0,2025-03-30
border-width/m,0,2025-03-30
background/tertiary,0,2025-03-30
border-radius/l,0,2025-03-30
Object sizes/default/sm-objectSize,0,2025-03-30
Object sizes/default/xxs-objectSize,0,2025-03-30
text/secondary,0,2025-03-30
Object sizes/interactive/3xl-objectSize,0,2025-03-30
background/positive,0,2025-03-30
Object sizes/default/2xl-objectSize,0,2025-03-30
border-width/l,0,2025-03-30
Object sizes/interactive/md-objectSize,0,2025-03-30
border/interactive,0,2025-03-30
text/inverse,0,2025-03-30
Object sizes/interactive/6xl-objectSize,0,2025-03-30
Object sizes/interactive/sm-objectSize,0,2025-03-30
border-radius/rounded,0,2025-03-30
text/brand,0,2025-03-30
border-radius/m,0,2025-03-30
spacing/2xs,0,2025-03-30
border/secondary,0,2025-03-30
Object sizes/default/6xl-objectSize,0,2025-03-30
background/primary,0,2025-03-30
border/negative,0,2025-03-30
background/negative,0,2025-03-30
border-radius/none,0,2025-03-30
text/sale,0,2025-03-30
border/positive,0,2025-03-30
text/interactive,0,2025-03-30
text/positive,0,2025-03-30
Object sizes/interactive/2xl-objectSize,0,2025-03-30
text/primary,0,2025-03-30
spacing/2xl,0,2025-03-30
Object sizes/default/lg-objectSize,0,2025-03-30
background/overlay,0,2025-03-30
Object sizes/interactive/xl-objectSize,0,2025-03-30
spacing/xl,0,2025-03-30
Object sizes/interactive/5xl-objectSize,0,2025-03-30
text/negative,0,2025-03-30
spacing/s,0,2025-03-30
Object sizes/default/4xl-objectSize,0,2025-03-30
spacing/m,0,2025-03-30
border-width/s,0,2025-03-30
Object sizes/interactive/4xl-objectSize,0,2025-03-30
background/sale,0,2025-03-30
spacing/xs,0,2025-03-30
Object sizes/default/xs-objectSize,0,2025-03-30
spacing/none,0,2025-03-30
spacing/l,0,2025-03-30
background/secondary,0,2025-03-30
background/brand,0,2025-03-30
Object sizes/default/3xl-objectSize,0,2025-03-30
Object sizes/interactive/4xl-objectSize,0,2025-03-23
text/secondary,0,2025-03-23
spacing/s,0,2025-03-23
Object sizes/interactive/lg-objectSize,0,2025-03-23
Object sizes/default/lg-objectSize,0,2025-03-23
text/interactive,0,2025-03-23
background/positive,0,2025-03-23
Object sizes/default/xs-objectSize,0,2025-03-23
border-width/s,0,2025-03-23
background/primary,0,2025-03-23
border/secondary,0,2025-03-23
Object sizes/interactive/6xl-objectSize,0,2025-03-23
Object sizes/default/3xl-objectSize,0,2025-03-23
Object sizes/default/sm-objectSize,0,2025-03-23
Object sizes/interactive/xl-objectSize,0,2025-03-23
text/primary,0,2025-03-23
border/positive,0,2025-03-23
spacing/2xl,0,2025-03-23
background/overlay,0,2025-03-23
Object sizes/interactive/2xl-objectSize,0,2025-03-23
text/inverse,0,2025-03-23
Object sizes/interactive/5xl-objectSize,0,2025-03-23
text/sale,0,2025-03-23
Object sizes/default/6xl-objectSize,0,2025-03-23
text/negative,0,2025-03-23
Object sizes/default/5xl-objectSize,0,2025-03-23
text/brand,0,2025-03-23
spacing/m,0,2025-03-23
Object sizes/default/xl-objectSize,0,2025-03-23
opacity/disabled,0,2025-03-23
border-radius/l,0,2025-03-23
border/primary,0,2025-03-23
spacing/3xs,0,2025-03-23
border-radius/none,0,2025-03-23
border-width/m,0,2025-03-23
background/brand,0,2025-03-23
background/negative,0,2025-03-23
border/negative,0,2025-03-23
Object sizes/default/2xl-objectSize,0,2025-03-23
spacing/l,0,2025-03-23
border-width/l,0,2025-03-23
spacing/xs,0,2025-03-23
background/secondary,0,2025-03-23
border-radius/m,0,2025-03-23
background/default,0,2025-03-23
spacing/none,0,2025-03-23
spacing/2xs,0,2025-03-23
text/positive,0,2025-03-23
spacing/xl,0,2025-03-23
Object sizes/default/4xl-objectSize,0,2025-03-23
border/interactive,0,2025-03-23
Object sizes/interactive/sm-objectSize,0,2025-03-23
background/tertiary,0,2025-03-23
Object sizes/default/xxs-objectSize,0,2025-03-23
border-radius/rounded,0,2025-03-23
background/sale,0,2025-03-23
Object sizes/interactive/3xl-objectSize,0,2025-03-23
spacing/3xs,0,2025-03-16
text/sale,0,2025-03-16
background/sale,0,2025-03-16
Object sizes/default/3xl-objectSize,0,2025-03-16
spacing/s,0,2025-03-16
background/overlay,0,2025-03-16
border-width/m,0,2025-03-16
spacing/l,0,2025-03-16
border/negative,0,2025-03-16
background/default,0,2025-03-16
spacing/2xs,0,2025-03-16
Object sizes/interactive/xl-objectSize,0,2025-03-16
Object sizes/interactive/xxs-objectSize,0,2025-03-16
Object sizes/default/2xl-objectSize,0,2025-03-16
Object sizes/default/xl-objectSize,0,2025-03-16
background/tertiary,0,2025-03-16
text/inverse,0,2025-03-16
border/positive,0,2025-03-16
background/secondary,0,2025-03-16
spacing/xl,0,2025-03-16
border/interactive,0,2025-03-16
Object sizes/default/6xl-objectSize,0,2025-03-16
background/brand,0,2025-03-16
text/primary,0,2025-03-16
spacing/none,0,2025-03-16
text/positive,0,2025-03-16
Object sizes/default/sm-objectSize,0,2025-03-16
border/primary,0,2025-03-16
text/negative,0,2025-03-16
Object sizes/interactive/2xl-objectSize,0,2025-03-16
border-radius/rounded,0,2025-03-16
text/interactive,0,2025-03-16
Object sizes/default/xxs-objectSize,0,2025-03-16
background/positive,0,2025-03-16
border-width/s,0,2025-03-16
spacing/m,0,2025-03-16
spacing/xs,0,2025-03-16
background/primary,0,2025-03-16
Object sizes/interactive/6xl-objectSize,0,2025-03-16
Object sizes/interactive/4xl-objectSize,0,2025-03-16
Object sizes/interactive/3xl-objectSize,0,2025-03-16
border-width/l,0,2025-03-16
border-radius/m,0,2025-03-16
text/brand,0,2025-03-16
border/secondary,0,2025-03-16
spacing/2xl,0,2025-03-16
Object sizes/interactive/md-objectSize,0,2025-03-16
Object sizes/interactive/sm-objectSize,0,2025-03-16
text/secondary,0,2025-03-16
border-radius/s,0,2025-03-16
border-radius/l,0,2025-03-16
background/negative,0,2025-03-16
Object sizes/default/lg-objectSize,0,2025-03-16
Object sizes/interactive/lg-objectSize,0,2025-03-16
border-radius/none,0,2025-03-16
background/positive,0,2025-03-09
text/primary,0,2025-03-09
text/inverse,0,2025-03-09
Object sizes/default/sm-objectSize,0,2025-03-09
border/interactive,0,2025-03-09
background/secondary,0,2025-03-09
Object sizes/interactive/2xl-objectSize,0,2025-03-09
border-radius/s,0,2025-03-09
spacing/l,0,2025-03-09
border/negative,0,2025-03-09
background/sale,0,2025-03-09
border-width/l,0,2025-03-09
border-width/s,0,2025-03-09
spacing/xl,0,2025-03-09
Object sizes/default/5xl-objectSize,0,2025-03-09
Object sizes/interactive/xxs-objectSize,0,2025-03-09
Object sizes/interactive/sm-objectSize,0,2025-03-09
background/primary,0,2025-03-09
border/primary,0,2025-03-09
Object sizes/interactive/lg-objectSize,0,2025-03-09
text/positive,0,2025-03-09
text/brand,0,2025-03-09
background/default,0,2025-03-09
Object sizes/interactive/md-objectSize,0,2025-03-09
Object sizes/default/6xl-objectSize,0,2025-03-09
border-radius/m,0,2025-03-09
spacing/3xs,0,2025-03-09
spacing/2xs,0,2025-03-09
Object sizes/default/lg-objectSize,0,2025-03-09
border-radius/none,0,2025-03-09
Object sizes/default/3xl-objectSize,0,2025-03-09
Object sizes/default/2xl-objectSize,0,2025-03-09
background/brand,0,2025-03-09
border-radius/l,0,2025-03-09
background/negative,0,2025-03-09
spacing/s,0,2025-03-09
text/interactive,0,2025-03-09
opacity/disabled,0,2025-03-09
spacing/m,0,2025-03-09
border/secondary,0,2025-03-09
spacing/2xl,0,2025-03-09
border/positive,0,2025-03-09
Object sizes/interactive/3xl-objectSize,0,2025-03-09
Object sizes/default/xxs-objectSize,0,2025-03-09
Object sizes/interactive/6xl-objectSize,0,2025-03-09
text/sale,0,2025-03-09
Object sizes/interactive/xl-objectSize,0,2025-03-09
border-radius/rounded,0,2025-03-09
background/tertiary,0,2025-03-09
Object sizes/default/4xl-objectSize,0,2025-03-09
spacing/none,0,2025-03-09
text/secondary,0,2025-03-09
background/overlay,0,2025-03-09
Object sizes/default/xl-objectSize,0,2025-03-09
border-width/m,0,2025-03-09
Object sizes/interactive/4xl-objectSize,0,2025-03-09
Object sizes/interactive/xs-objectSize,0,2025-03-09
spacing/xs,0,2025-03-09
text/negative,0,2025-03-09
text/brand,0,2025-03-02
background/secondary,0,2025-03-02
border/interactive,0,2025-03-02
text/inverse,0,2025-03-02
Object sizes/default/lg-objectSize,0,2025-03-02
Object sizes/interactive/lg-objectSize,0,2025-03-02
spacing/m,0,2025-03-02
border/positive,0,2025-03-02
text/interactive,0,2025-03-02
Object sizes/default/2xl-objectSize,0,2025-03-02
text/positive,0,2025-03-02
spacing/xl,0,2025-03-02
Object sizes/default/xl-objectSize,0,2025-03-02
Object sizes/interactive/3xl-objectSize,0,2025-03-02
Object sizes/default/4xl-objectSize,0,2025-03-02
spacing/l,0,2025-03-02
spacing/none,0,2025-03-02
background/brand,0,2025-03-02
Object sizes/interactive/sm-objectSize,0,2025-03-02
text/sale,0,2025-03-02
background/negative,0,2025-03-02
spacing/2xl,0,2025-03-02
border-radius/rounded,0,2025-03-02
Object sizes/interactive/5xl-objectSize,0,2025-03-02
Object sizes/default/6xl-objectSize,0,2025-03-02
border/primary,0,2025-03-02
background/tertiary,0,2025-03-02
spacing/3xs,0,2025-03-02
Object sizes/interactive/xl-objectSize,0,2025-03-02
Object sizes/interactive/2xl-objectSize,0,2025-03-02
opacity/disabled,0,2025-03-02
spacing/s,0,2025-03-02
border-width/l,0,2025-03-02
Object sizes/interactive/6xl-objectSize,0,2025-03-02
background/default,0,2025-03-02
border-radius/l,0,2025-03-02
spacing/2xs,0,2025-03-02
text/primary,0,2025-03-02
spacing/xs,0,2025-03-02
text/secondary,0,2025-03-02
border-radius/none,0,2025-03-02
background/sale,0,2025-03-02
background/positive,0,2025-03-02
background/primary,0,2025-03-02
background/overlay,0,2025-03-02
border-width/m,0,2025-03-02
text/negative,0,2025-03-02
border/negative,0,2025-03-02
Object sizes/default/xxs-objectSize,0,2025-03-02
border/secondary,0,2025-03-02
Object sizes/interactive/xxs-objectSize,0,2025-03-02
border-width/s,0,2025-03-02
Object sizes/default/sm-objectSize,0,2025-03-02
spacing/xl,0,2025-02-23
border/secondary,0,2025-02-23
background/secondary,0,2025-02-23
border-width/m,0,2025-02-23
Object sizes/interactive/lg-objectSize,0,2025-02-23
Object sizes/default/2xl-objectSize,0,2025-02-23
background/sale,0,2025-02-23
border-width/s,0,2025-02-23
background/default,0,2025-02-23
text/primary,0,2025-02-23
Object sizes/default/xl-objectSize,0,2025-02-23
Object sizes/default/xs-objectSize,0,2025-02-23
Object sizes/interactive/3xl-objectSize,0,2025-02-23
border-radius/l,0,2025-02-23
spacing/m,0,2025-02-23
opacity/disabled,0,2025-02-23
Object sizes/default/3xl-objectSize,0,2025-02-23
text/secondary,0,2025-02-23
Object sizes/interactive/2xl-objectSize,0,2025-02-23
border/interactive,0,2025-02-23
border-width/l,0,2025-02-23
background/positive,0,2025-02-23
Object sizes/default/lg-objectSize,0,2025-02-23
Object sizes/interactive/xl-objectSize,0,2025-02-23
background/primary,0,2025-02-23
Object sizes/interactive/4xl-objectSize,0,2025-02-23
Object sizes/default/5xl-objectSize,0,2025-02-23
background/overlay,0,2025-02-23
border-radius/none,0,2025-02-23
Object sizes/interactive/5xl-objectSize,0,2025-02-23
text/interactive,0,2025-02-23
border/positive,0,2025-02-23
text/positive,0,2025-02-23
spacing/l,0,2025-02-23
border/negative,0,2025-02-23
border-radius/m,0,2025-02-23
Object sizes/default/sm-objectSize,0,2025-02-23
spacing/2xs,0,2025-02-23
text/brand,0,2025-02-23
text/inverse,0,2025-02-23
spacing/xs,0,2025-02-23
spacing/2xl,0,2025-02-23
spacing/none,0,2025-02-23
Object sizes/interactive/sm-objectSize,0,2025-02-23
text/negative,0,2025-02-23
Object sizes/default/4xl-objectSize,0,2025-02-23
Object sizes/default/6xl-objectSize,0,2025-02-23
text/sale,0,2025-02-23
Object sizes/interactive/6xl-objectSize,0,2025-02-23
spacing/s,0,2025-02-23
background/negative,0,2025-02-23
background/brand,0,2025-02-23
border/primary,0,2025-02-23
border-radius/rounded,0,2025-02-23
background/tertiary,0,2025-02-23
spacing/3xs,0,2025-02-23
border-radius/l,0,2025-02-16
background/brand,0,2025-02-16
Object sizes/default/2xl-objectSize,0,2025-02-16
opacity/disabled,0,2025-02-16
text/sale,0,2025-02-16
background/tertiary,0,2025-02-16
Object sizes/interactive/2xl-objectSize,0,2025-02-16
spacing/m,0,2025-02-16
border/secondary,0,2025-02-16
spacing/xl,0,2025-02-16
Object sizes/interactive/md-objectSize,0,2025-02-16
text/inverse,0,2025-02-16
text/interactive,0,2025-02-16
spacing/none,0,2025-02-16
border-width/m,0,2025-02-16
background/negative,0,2025-02-16
text/brand,0,2025-02-16
background/positive,0,2025-02-16
Object sizes/interactive/4xl-objectSize,0,2025-02-16
background/primary,0,2025-02-16
text/secondary,0,2025-02-16
Object sizes/default/sm-objectSize,0,2025-02-16
border-radius/rounded,0,2025-02-16
Object sizes/interactive/xl-objectSize,0,2025-02-16
Object sizes/default/lg-objectSize,0,2025-02-16
spacing/s,0,2025-02-16
border-width/l,0,2025-02-16
spacing/xs,0,2025-02-16
spacing/2xl,0,2025-02-16
Object sizes/default/4xl-objectSize,0,2025-02-16
background/secondary,0,2025-02-16
border/primary,0,2025-02-16
background/sale,0,2025-02-16
Object sizes/interactive/lg-objectSize,0,2025-02-16
Object sizes/interactive/xxs-objectSize,0,2025-02-16
border-radius/m,0,2025-02-16
Object sizes/interactive/6xl-objectSize,0,2025-02-16
text/negative,0,2025-02-16
Object sizes/interactive/sm-objectSize,0,2025-02-16
background/default,0,2025-02-16
text/primary,0,2025-02-16
Object sizes/default/3xl-objectSize,0,2025-02-16
border/negative,0,2025-02-16
Object sizes/default/6xl-objectSize,0,2025-02-16
border/interactive,0,2025-02-16
spacing/3xs,0,2025-02-16
border-radius/none,0,2025-02-16
background/overlay,0,2025-02-16
Object sizes/default/xs-objectSize,0,2025-02-16
text/positive,0,2025-02-16
border-width/s,0,2025-02-16
spacing/2xs,0,2025-02-16
spacing/l,0,2025-02-16
Object sizes/interactive/3xl-objectSize,0,2025-02-16
Object sizes/default/xl-objectSize,0,2025-02-16
border-radius/s,0,2025-02-16
border/positive,0,2025-02-16
border/secondary,0,2025-02-09
spacing/s,0,2025-02-09
text/inverse,0,2025-02-09
Object sizes/interactive/3xl-objectSize,0,2025-02-09
spacing/2xs,0,2025-02-09
Object sizes/default/2xl-objectSize,0,2025-02-09
border/primary,0,2025-02-09
Object sizes/default/4xl-objectSize,0,2025-02-09
text/interactive,0,2025-02-09
spacing/xs,0,2025-02-09
Object sizes/interactive/2xl-objectSize,0,2025-02-09
Object sizes/default/6xl-objectSize,0,2025-02-09
text/negative,0,2025-02-09
text/secondary,0,2025-02-09
text/positive,0,2025-02-09
Object sizes/interactive/4xl-objectSize,0,2025-02-09
spacing/l,0,2025-02-09
border-radius/none,0,2025-02-09
border-radius/m,0,2025-02-09
Object sizes/default/lg-objectSize,0,2025-02-09
background/sale,0,2025-02-09
spacing/3xs,0,2025-02-09
border/positive,0,2025-02-09
border-radius/s,0,2025-02-09
background/positive,0,2025-02-09
border/interactive,0,2025-02-09
Object sizes/interactive/5xl-objectSize,0,2025-02-09
Object sizes/interactive/xl-objectSize,0,2025-02-09
text/sale,0,2025-02-09
opacity/disabled,0,2025-02-09
background/tertiary,0,2025-02-09
text/primary,0,2025-02-09
background/default,0,2025-02-09
background/primary,0,2025-02-09
spacing/none,0,2025-02-09
border/negative,0,2025-02-09
border-width/s,0,2025-02-09
spacing/2xl,0,2025-02-09
border-radius/l,0,2025-02-09
border-radius/rounded,0,2025-02-09
border-width/m,0,2025-02-09
background/secondary,0,2025-02-09
Object sizes/interactive/6xl-objectSize,0,2025-02-09
Object sizes/default/3xl-objectSize,0,2025-02-09
spacing/m,0,2025-02-09
text/brand,0,2025-02-09
Object sizes/interactive/lg-objectSize,0,2025-02-09
Object sizes/default/xl-objectSize,0,2025-02-09
spacing/xl,0,2025-02-09
Object sizes/interactive/sm-objectSize,0,2025-02-09
border-width/l,0,2025-02-09
background/negative,0,2025-02-09
Object sizes/default/sm-objectSize,0,2025-02-09
background/brand,0,2025-02-09
background/overlay,0,2025-02-09
spacing/s,0,2025-02-02
border-radius/rounded,0,2025-02-02
spacing/xl,0,2025-02-02
border-radius/m,0,2025-02-02
border/interactive,0,2025-02-02
spacing/xs,0,2025-02-02
Object sizes/interactive/4xl-objectSize,0,2025-02-02
border/negative,0,2025-02-02
spacing/m,0,2025-02-02
Object sizes/default/sm-objectSize,0,2025-02-02
border-radius/none,0,2025-02-02
border-width/s,0,2025-02-02
spacing/2xl,0,2025-02-02
border-radius/l,0,2025-02-02
background/secondary,0,2025-02-02
Object sizes/default/lg-objectSize,0,2025-02-02
text/secondary,0,2025-02-02
border-radius/s,0,2025-02-02
Object sizes/interactive/2xl-objectSize,0,2025-02-02
Object sizes/interactive/3xl-objectSize,0,2025-02-02
spacing/l,0,2025-02-02
text/interactive,0,2025-02-02
text/sale,0,2025-02-02
Object sizes/interactive/6xl-objectSize,0,2025-02-02
text/positive,0,2025-02-02
Object sizes/interactive/xl-objectSize,0,2025-02-02
background/primary,0,2025-02-02
Object sizes/default/xl-objectSize,0,2025-02-02
spacing/3xs,0,2025-02-02
background/tertiary,0,2025-02-02
opacity/disabled,0,2025-02-02
border-width/l,0,2025-02-02
Object sizes/default/2xl-objectSize,0,2025-02-02
Object sizes/default/4xl-objectSize,0,2025-02-02
background/overlay,0,2025-02-02
spacing/none,0,2025-02-02
text/negative,0,2025-02-02
border/positive,0,2025-02-02
text/inverse,0,2025-02-02
background/sale,0,2025-02-02
border-width/m,0,2025-02-02
text/brand,0,2025-02-02
border/secondary,0,2025-02-02
Object sizes/default/3xl-objectSize,0,2025-02-02
border/primary,0,2025-02-02
background/brand,0,2025-02-02
background/negative,0,2025-02-02
spacing/2xs,0,2025-02-02
Object sizes/interactive/lg-objectSize,0,2025-02-02
background/default,0,2025-02-02
text/primary,0,2025-02-02
Object sizes/default/6xl-objectSize,0,2025-02-02
background/positive,0,2025-02-02
Object sizes/interactive/3xl-objectSize,0,2025-01-26
text/secondary,0,2025-01-26
background/sale,0,2025-01-26
background/tertiary,0,2025-01-26
Object sizes/default/4xl-objectSize,0,2025-01-26
border-width/l,0,2025-01-26
background/brand,0,2025-01-26
spacing/xl,0,2025-01-26
spacing/2xl,0,2025-01-26
Object sizes/default/sm-objectSize,0,2025-01-26
text/primary,0,2025-01-26
background/negative,0,2025-01-26
Object sizes/default/xxs-objectSize,0,2025-01-26
border/positive,0,2025-01-26
text/positive,0,2025-01-26
border/secondary,0,2025-01-26
border/interactive,0,2025-01-26
spacing/2xs,0,2025-01-26
background/positive,0,2025-01-26
background/default,0,2025-01-26
Object sizes/default/2xl-objectSize,0,2025-01-26
Object sizes/interactive/xl-objectSize,0,2025-01-26
text/interactive,0,2025-01-26
Object sizes/default/lg-objectSize,0,2025-01-26
spacing/none,0,2025-01-26
Object sizes/interactive/2xl-objectSize,0,2025-01-26
spacing/xs,0,2025-01-26
Object sizes/default/xl-objectSize,0,2025-01-26
background/primary,0,2025-01-26
border-radius/l,0,2025-01-26
background/overlay,0,2025-01-26
spacing/m,0,2025-01-26
Object sizes/interactive/4xl-objectSize,0,2025-01-26
border/primary,0,2025-01-26
text/inverse,0,2025-01-26
spacing/s,0,2025-01-26
Object sizes/interactive/xxs-objectSize,0,2025-01-26
text/negative,0,2025-01-26
Object sizes/interactive/lg-objectSize,0,2025-01-26
spacing/3xs,0,2025-01-26
text/sale,0,2025-01-26
border-radius/none,0,2025-01-26
Object sizes/interactive/6xl-objectSize,0,2025-01-26
background/secondary,0,2025-01-26
border-radius/rounded,0,2025-01-26
border/negative,0,2025-01-26
opacity/disabled,0,2025-01-26
text/brand,0,2025-01-26
Object sizes/default/3xl-objectSize,0,2025-01-26
border-width/s,0,2025-01-26
spacing/l,0,2025-01-26
Object sizes/default/6xl-objectSize,0,2025-01-26
border-width/m,0,2025-01-26
border-width/s,0,2025-01-19
background/primary,0,2025-01-19
text/secondary,0,2025-01-19
border-radius/l,0,2025-01-19
spacing/2xs,0,2025-01-19
Object sizes/interactive/lg-objectSize,0,2025-01-19
spacing/3xs,0,2025-01-19
background/secondary,0,2025-01-19
border/negative,0,2025-01-19
text/sale,0,2025-01-19
Object sizes/default/3xl-objectSize,0,2025-01-19
background/positive,0,2025-01-19
spacing/xl,0,2025-01-19
background/sale,0,2025-01-19
border/primary,0,2025-01-19
Object sizes/interactive/3xl-objectSize,0,2025-01-19
border-radius/rounded,0,2025-01-19
border/positive,0,2025-01-19
spacing/2xl,0,2025-01-19
Object sizes/default/xxs-objectSize,0,2025-01-19
Object sizes/interactive/2xl-objectSize,0,2025-01-19
Object sizes/default/xs-objectSize,0,2025-01-19
border-width/m,0,2025-01-19
Object sizes/default/sm-objectSize,0,2025-01-19
border-radius/m,0,2025-01-19
spacing/m,0,2025-01-19
Object sizes/interactive/xl-objectSize,0,2025-01-19
border/interactive,0,2025-01-19
spacing/s,0,2025-01-19
spacing/l,0,2025-01-19
text/negative,0,2025-01-19
Object sizes/default/xl-objectSize,0,2025-01-19
Object sizes/interactive/6xl-objectSize,0,2025-01-19
background/overlay,0,2025-01-19
Object sizes/interactive/4xl-objectSize,0,2025-01-19
Object sizes/default/6xl-objectSize,0,2025-01-19
Object sizes/default/4xl-objectSize,0,2025-01-19
opacity/disabled,0,2025-01-19
background/default,0,2025-01-19
spacing/none,0,2025-01-19
border-radius/none,0,2025-01-19
background/tertiary,0,2025-01-19
text/primary,0,2025-01-19
border-radius/s,0,2025-01-19
Object sizes/interactive/sm-objectSize,0,2025-01-19
spacing/xs,0,2025-01-19
border-width/l,0,2025-01-19
border/secondary,0,2025-01-19
Object sizes/interactive/5xl-objectSize,0,2025-01-19
background/negative,0,2025-01-19
background/brand,0,2025-01-19
text/positive,0,2025-01-19
text/interactive,0,2025-01-19
text/inverse,0,2025-01-19
Object sizes/default/2xl-objectSize,0,2025-01-19
Object sizes/interactive/md-objectSize,0,2025-01-19
text/brand,0,2025-01-19
Object sizes/interactive/2xl-objectSize,0,2025-01-12
background/tertiary,0,2025-01-12
Object sizes/default/xxs-objectSize,0,2025-01-12
spacing/xs,0,2025-01-12
text/positive,0,2025-01-12
Object sizes/interactive/lg-objectSize,0,2025-01-12
Object sizes/default/4xl-objectSize,0,2025-01-12
border-width/m,0,2025-01-12
Object sizes/interactive/sm-objectSize,0,2025-01-12
background/primary,0,2025-01-12
background/sale,0,2025-01-12
Object sizes/interactive/5xl-objectSize,0,2025-01-12
border/interactive,0,2025-01-12
spacing/2xl,0,2025-01-12
Object sizes/default/2xl-objectSize,0,2025-01-12
spacing/l,0,2025-01-12
border/positive,0,2025-01-12
Object sizes/default/xl-objectSize,0,2025-01-12
border/secondary,0,2025-01-12
border-radius/rounded,0,2025-01-12
border-radius/l,0,2025-01-12
border/primary,0,2025-01-12
border-radius/none,0,2025-01-12
Object sizes/interactive/6xl-objectSize,0,2025-01-12
spacing/3xs,0,2025-01-12
border-radius/m,0,2025-01-12
text/interactive,0,2025-01-12
background/secondary,0,2025-01-12
text/primary,0,2025-01-12
border-width/s,0,2025-01-12
border-width/l,0,2025-01-12
Object sizes/interactive/xl-objectSize,0,2025-01-12
background/overlay,0,2025-01-12
text/secondary,0,2025-01-12
Object sizes/default/3xl-objectSize,0,2025-01-12
Object sizes/interactive/4xl-objectSize,0,2025-01-12
spacing/none,0,2025-01-12
text/negative,0,2025-01-12
background/positive,0,2025-01-12
spacing/m,0,2025-01-12
background/negative,0,2025-01-12
Object sizes/interactive/md-objectSize,0,2025-01-12
spacing/s,0,2025-01-12
background/brand,0,2025-01-12
border/negative,0,2025-01-12
Object sizes/default/md-objectSize,0,2025-01-12
spacing/2xs,0,2025-01-12
border-radius/s,0,2025-01-12
Object sizes/default/5xl-objectSize,0,2025-01-12
Object sizes/default/6xl-objectSize,0,2025-01-12
text/brand,0,2025-01-12
background/default,0,2025-01-12
Object sizes/default/lg-objectSize,0,2025-01-12
text/sale,0,2025-01-12
spacing/xl,0,2025-01-12
text/inverse,0,2025-01-12
Object sizes/default/sm-objectSize,0,2025-01-12
Object sizes/default/xxs-objectSize,0,2025-01-05
text/interactive,0,2025-01-05
spacing/xl,0,2025-01-05
