component_name,component_set_name,week,insertions,detachments
"Platform=Desktop, Link color=Black, Overlay=Off",Embedded Navigation,2025-01-26,4,0
Icon - Durable fabric,,2025-01-26,5,0
"Breakpoint=480 (Phablet), Size=Small, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-01-26,1,0
Icon - Trousers,,2025-01-26,4,0
"Type=List Item, Lines=Three, Style=Bold, States=Default, Icon=True, Chevron=True",List - Item (Default),2025-01-26,74,0
"Platform=App, Size=Large",Countdown,2025-01-26,11,0
"Number=Triple, Resize=Original",Badge,2025-01-26,167,0
Platform=iOS: iPhone 6/7/8/SE,Status bar,2025-01-26,2,0
Icon - Select,,2025-01-26,1,0
"States=Selected, Type=Icon, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-01-26,298,0
"With icon=False, State=Default, Size=Default",Follow button,2025-01-26,17,0
"Platform=Web, Type=Icon link, State=Default, Size=Medium",🚧 [DEPRECATED] Link,2025-01-26,611,0
"Platform=Web, Size=Small (40x40), Outline=No, State=Deselected",Icon button - Wishlist,2025-01-26,25,0
Icon - Contrast ,,2025-01-26,1,0
Icon - Hypoallergenic,,2025-01-26,4,0
Icon - Lock Closed,,2025-01-26,153,0
Icon - Flag,,2025-01-26,71,0
Icon - Cross (X),,2025-01-26,404,0
Icon - Bag Recycle,,2025-01-26,1,0
Breakpoints=375 - 1023,Header,2025-01-26,124,0
Icon - Pause,,2025-01-26,23,0
Pill animated,,2025-01-26,1,0
"Platform=Web, Type=Error, Icon (Optional)=On, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,2025-01-26,24,0
Breakpoint=Tablet 768 <-> 1023,Carousel Header (Web),2025-01-26,12,0
Meter/Background,,2025-01-26,4,0
"Type=Single/Multi-select, Lines=Single, State=Disabled, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-01-26,18,0
"Platform=App, Type=Default, Icon (Optional)=Off, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-01-26,6,0
"States=Disabled, Type=Number, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-01-26,152,0
Type=4 Levels,Breadcrumbs,2025-01-26,2,0
"Type=Default, State=Default, Label=On, Optional=No, Message=Informative",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-01-26,18,0
"Platform=Web, Type=Navigation link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-01-26,198,0
"Platform=iOS, Type=Icon link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-01-26,47,0
Icon - Globe,,2025-01-26,76,0
"Type=Tertiary, State=Default, Size=Default",Button,2025-01-26,319,0
"Platform=Web, Type=Default, Icon (Optional)=Off, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,2025-01-26,1,0
"Thickness=2px, Colour=Black",Divider (Horizontal),2025-01-26,54,0
"Type=Category, Platform=iOS, State=Focused (Filled)",🚧 [DEPRECATED] Search bar,2025-01-26,16,2
"Viewport=iOS: 375+, Selected tab=User account",Navigation bar,2025-01-26,76,0
"Platform=Web, Size=Large (48x48), Outline=Yes, State=Selected",Icon button - Wishlist,2025-01-26,2,0
Icon - Spinner,,2025-01-26,4,0
"Type=List Item, Lines=One, Style=Bold, States=Disabled, Icon=True, Chevron=True",List - Item (Default),2025-01-26,297,0
"Type=List Item, Lines=One, Style=Bold, States=Default, Icon=False, Chevron=False",List - Item (Default),2025-01-26,42,0
"States=Completed, Type=Icon, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-01-26,22,0
Icon - Fire,,2025-01-26,1,0
Icon - Shoes (Sports shoes),,2025-01-26,3,0
"Platform=App, Type=Success, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-01-26,23,1
Platform=App,Icon button - More,2025-01-26,319,0
Type=5 Levels,Breadcrumbs,2025-01-26,46,0
Icon - tops,,2025-01-26,5,0
Breakpoint=Desktop 1024 <-> +1280,Carousel Header (Web),2025-01-26,44,1
"Type=Read (Static), State=Default",Rating stars,2025-01-26,145,0
"Panel=Default, State=Expanded, Optional=Off, Subtext=Off, Static content=Off",Panel,2025-01-26,2,0
Icon - Star Sparkle,,2025-01-26,72,0
"State=Selected, Type=Swatch",🚧 [DEPRECATED] Selector,2025-01-26,22,0
Icon - Thumbs Up (filled),,2025-01-26,2,0
"Type=List Item, Lines=Two, Style=Bold, States=Default, Icon=False, Chevron=False",List - Item (Default),2025-01-26,3,0
Icon -  Add,,2025-01-26,277,2
Icon - Audio On,,2025-01-26,5,0
Icon - Share (Android),,2025-01-26,14,0
"Platform=Web, Size=Large (48x48), Outline=Yes, State=Deselected",Icon button - Wishlist,2025-01-26,49,1
Icon - Motion,,2025-01-26,1,0
Country=Germany (DE),Country flag,2025-01-26,1,0
"Type=Tertiary, State=Disabled, Size=Default",Button,2025-01-26,1,0
"Expanded=on, Level=Level 1, State=Default",Accordion (Large),2025-01-26,1,0
Size=48px (XL),Spacer,2025-01-26,1,0
"Type=Color swatch, State=Disabled, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-01-26,1,0
Type=Sale,Flag,2025-01-26,1623,1
"State=Selected, Label=No, Optional=Off, Message=None, Icon=Trailing",Text input,2025-01-26,4,0
Icon - Jackets & Coats (Kids),,2025-01-26,18,0
Icon -  Arrow (Left),,2025-01-26,363,1
Icon - Email Approved,,2025-01-26,25,0
"Panel=Default, State=Collapsed, Optional=Off, Subtext=On, Static content=On",Panel,2025-01-26,1,0
Icon - Expand Arrow,,2025-01-26,11,0
Icon - Chevron Up,,2025-01-26,110,0
"Viewport=iOS: 375+, Selected tab=Home",Navigation bar,2025-01-26,398,1
Icon - Sweatshirts,,2025-01-26,9,0
Icon - Qualities,,2025-01-26,1,0
Platform=Web,Icon button - More,2025-01-26,92,0
Icon - Bra,,2025-01-26,1,0
Type=Default,🚧 [DEPRECATED] Plus short,2025-01-26,2,0
Icon - Bell Set (Filled),,2025-01-26,15,0
Icon - Face Strong Positive (Outlined),,2025-01-26,4,0
Icon - Shoes (Sports shoes - Kids),,2025-01-26,28,0
"State=Default, Size=Large",Text buttons,2025-01-26,277,1
"Number=Single, Resize=Original",Badge,2025-01-26,181,0
Icon - Lock Open,,2025-01-26,2,0
Icon - Clock,,2025-01-26,10,0
Icon - Chevron Left,,2025-01-26,37,0
Icon - Placeholder,,2025-01-26,203,0
Icon - Share (iOS),,2025-01-26,368,1
Type=Strong (Designer),Flag,2025-01-26,1635,1
Size=12px (XS),Spacer,2025-01-26,503,0
"Platform=App, Outline=Off",Icon button - Remove Close,2025-01-26,183,0
"Platform=Web, Type=Icon link, State=Default, Size=Large",🚧 [DEPRECATED] Link,2025-01-26,386,3
"Platform=Web, Type=Navigation link, State=Hover (web), Size=Small",🚧 [DEPRECATED] Link,2025-01-26,4,0
Icon - Play,,2025-01-26,333,1
Icon - Truck Plus,,2025-01-26,9,0
Icon - Share (Web),,2025-01-26,40,0
Icon - Heart Sparks,,2025-01-26,6,0
"On/off=Yes, State=Enabled",Switch,2025-01-26,39,0
Icon - Face Neutral (Outlined),,2025-01-26,1,0
"Expanded=On, State=Default, Style=Bold",Accordion (Default),2025-01-26,16,2
Pill,,2025-01-26,5093,0
"State=Default, Size=Small",Text buttons,2025-01-26,161,0
"Orientation=Horizontal, State=Initial",Video (Web),2025-01-26,54,0
Icon - Audio Off (Mute),,2025-01-26,4,0
"Platform=App, State=Default",Icon button - Trade-in,2025-01-26,1,0
Icon - Download,,2025-01-26,4,0
"Platform=App, Size=Large (48x48), Outline=No, State=Deselected",Icon button - Wishlist,2025-01-26,49,0
State=Hover/Focus,Tabs,2025-01-19,1,0
Icon - Pencil,,2025-01-19,148,0
Icon - Footprint,,2025-01-19,1,0
Icon - Long Lasting,,2025-01-19,2,0
"State=Active, Label=No, Optional=Off, Message=None, Icon=None",Text input,2025-01-19,4,0
"Type=Filter, Platform=Desktop, State=Default",Search bar,2025-01-19,1,0
Icon - Partner Brands,,2025-01-19,7,0
Type=Read,Linear scale,2025-01-19,81,0
"Type=Secondary, State=Default, Size=Default",Button,2025-01-19,732,0
Type=Short Link,Message,2025-01-19,193,0
"Type=Secondary, State=Hover, Size=Default",Button,2025-01-19,4,0
Layer=Background,Page control,2025-01-19,107,0
"Type=List Item, Lines=One, Style=Bold, States=Disabled, Icon=True, Chevron=True",List - Item (Default),2025-01-19,51,0
"Platform=Web, Size=Small",Countdown,2025-01-19,4,0
Breakpoint=Tablet 768 <-> 1023,Carousel Header (Web),2025-01-19,1,0
Icon - Phone,,2025-01-19,17,0
Icon -  Avatar B,,2025-01-19,3,0
"Type=Primary, State=Hover, Size=Default",Button,2025-01-19,2,0
Platform=Web,Icon button - More,2025-01-19,4,0
Type=Sale,Flag,2025-01-19,1641,0
Icon - Skincare,,2025-01-19,4,0
"Platform=Web, Type=Navigation link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-01-19,597,0
Icon - Cross (X) (Circle - Filled),,2025-01-19,73,0
"State=Hover, Type=Default",🚧 [DEPRECATED] Selector,2025-01-19,6,0
Icon - Store,,2025-01-19,8,0
"Type=Wordmark, Color=Original",Zalando Logo,2025-01-19,92,0
Icon - Running,,2025-01-19,8,0
Icon - Jackets,,2025-01-19,2,0
Platform=App,Icon button - More,2025-01-19,13,0
"Viewport=Android, Selected tab=User account",Navigation bar,2025-01-19,1,0
"Platform=Web, Type=Icon link, State=Hover (web), Size=Small",🚧 [DEPRECATED] Link,2025-01-19,3,0
Icon - Download,,2025-01-19,38,0
Breakpoints=1024 - 1279,Footer,2025-01-19,10,0
"Type=List Item, Lines=Two, Style=Bold, States=Default, Icon=True, Chevron=False",List - Item (Default),2025-01-19,80,0
Icon - Shoes (Other),,2025-01-19,1,0
"Type=Switch, Lines=Single, State=Disabled, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-01-19,2,0
"Platform=Web, Size=Large (48x48), Outline=No, State=Selected",Icon button - Wishlist,2025-01-19,193,0
"State=Hover (Web only), Platform=Web",Filter Dropdown Trigger,2025-01-19,6,0
"Orientation=Horizontal, State=Playing",Video (Web),2025-01-19,1,0
Icon - Bulb,,2025-01-19,1,0
"Type=List Item, Lines=One, Style=Bold, States=Default, Icon=True, Chevron=True",List - Item (Default),2025-01-19,864,0
Icon - Heart Sparks,,2025-01-19,15,0
"States=Completed, Type=Icon, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-01-19,18,0
"Platform=iOS, Type=Standard link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-01-19,23,0
"Type=Tertiary, State=Disabled, Size=Small",Button,2025-01-19,1,0
"Type=Default, State=Disabled, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-01-19,2,0
State=Collapsed hover,🚧 [DEPRECATED] Expandable container,2025-01-19,3,0
Icon - Make Up,,2025-01-19,6,0
Icon - Skirts (Kids),,2025-01-19,5,0
"With icon=True, State=Default, Size=Small",Follow button,2025-01-19,1251,1
Icon - Spinner,,2025-01-19,3,0
Icon - Thumbs Down (outline),,2025-01-19,20,0
"Type=Single/Multi-select, Lines=Single, State=Disabled, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-01-19,4,0
Icon - bottle Rotate,,2025-01-19,9,0
Icon - Cloud,,2025-01-19,2,0
"Number=Double, Resize=Original",Badge,2025-01-19,29,1
"Left action=Back (Arrow), Action=Icon",Top bar (iOS),2025-01-19,326,1
Platform=iOS: iPhone X (and newer),Status bar,2025-01-19,1867,0
"Viewport=iOS: 375+, Selected tab=Categories",Navigation bar,2025-01-19,268,0
"Platform=Web, Outline=Off",Icon button - Remove Close,2025-01-19,136,0
Icon - Ellipse with arrow,,2025-01-19,11,0
"Type=Single/Multi-select, Lines=Multi, State=Deselected, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-01-19,14,0
"Type=Default, State=Active, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-01-19,12,0
Icon - Fire,,2025-01-19,12,0
"Breakpoint=480 (Phablet), Size=Small, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-01-19,9,0
Icon - Select,,2025-01-19,2,0
Color=No,Divider - Dashed (Progress Stepper Only),2025-01-19,60,0
"Number=Triple, Resize=Original",Badge,2025-01-19,27,1
Size=4px (XXXS),Spacer,2025-01-19,225,0
"States=Completed, Type=Icon, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-01-19,11,0
"Type=Brandmark, Color=Original",Zalando Logo,2025-01-19,91,0
Icon - Bell Set (Filled),,2025-01-19,98,0
"Type=Tertiary, State=Hover, Size=Default",Button,2025-01-19,2,0
Icon - Information,,2025-01-19,1705,1
"Type=Switch, Lines=Single, State=Disabled, With icon=No",🚧 [DEPRECATED] List - Controls,2025-01-19,2,0
Icon -  Arrow (Diagonal),,2025-01-19,10,0
"Platform=App, Outline=Off, State=Unmute",Icon button - Mute sound,2025-01-19,52,0
Icon - Jeans,,2025-01-19,14,0
Icon - Sweatshirts,,2025-01-19,10,0
Alignment=Auto-width,Tabs group,2025-01-19,19,2
"Platform=Web, Type=Navigation link, State=Hover (web), Size=Small",🚧 [DEPRECATED] Link,2025-01-19,6,0
Icon - Sale,,2025-01-19,1,0
"States=Selected, Type=Number, Orientation=Horizontal, Text=Two",🚧 [DEPRECATED] Progress Stepper,2025-01-19,5,0
"Type=Single/Multi-select, Lines=Multi, State=Selected, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-01-19,6,0
"Left action=None, Action=None",Top bar (iOS),2025-01-19,77,0
"Type=Filter, Platform=iOS, State=Focused (Filled)",🚧 [DEPRECATED] Search bar,2025-01-19,2,0
Type=Default,🚧 [DEPRECATED] Plus short,2025-01-19,20,0
"Type=Write (Interactive), State=Default",Rating stars,2025-01-19,1,0
Icon - Clothing,,2025-01-19,1,0
Icon - Shapes (Grid),,2025-01-19,4,0
Icon - Microphone,,2025-01-19,29,0
"Platform=Web, Type=Standard link, State=Default, Size=Medium",🚧 [DEPRECATED] Link,2025-01-19,559,1
Icon - View mondrian,,2025-01-19,4,0
Type=Informative,Input message,2025-01-19,254,2
"Thickness=2px, Colour=Black",Divider (Horizontal),2025-01-19,126,0
"Checked=Off, State=Default",Checkbox,2025-01-19,190,25
"State=Hover (Web only), Description=Off, Message=None",🚧 [DEPRECATED] Radio button,2025-01-19,1,0
"Type=Default, State=Selected, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-01-19,20,0
Icon - Play (Outline),,2025-01-19,1,0
Meter/Foreground,,2025-01-19,2,0
"With icon=False, State=Default, Size=Default",Follow button,2025-01-19,4,0
Top bar=On,Action sheet,2025-01-19,30,2
"Type=Single/Multi-select, Lines=Multi, State=Disabled, With icon=No",🚧 [DEPRECATED] List - Controls,2025-01-19,2,0
"Range=Half, State=Default",Range slider,2025-01-19,5,0
Icon - Highlight,,2025-01-19,2,0
"Expanded=Off, State=Pressed, Style=Bold",Accordion (Default),2025-01-19,1,0
Country=Germany (DE),Country flag,2025-01-19,2,0
"States=Selected, Type=Icon, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-01-19,29,0
Icon -  Add,,2025-01-19,1371,0
"Left action=Back (Arrow), Number of titles=1, Right Action=1 icon",Top bar (Android),2025-01-19,3,0
Size=16px (S),Spacer,2025-01-19,490,0
"State=Active, Label=Yes, Optional=Off, Message=None, Icon=None",Text input,2025-01-19,6,0
"States=Disabled, Type=Number, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-01-19,8,0
"State=Default, Size=Small",Text buttons,2025-01-19,66,0
Icon - Ingredients,,2025-01-19,5,0
"Platform=Web, Type=Standard link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-01-19,278,0
Icon - Hoodies,,2025-01-19,6,0
"Type=List Item, Lines=Three, Style=Bold, States=Default, Icon=True, Chevron=True",List - Item (Default),2025-01-19,15,0
"Platform=App, Size=Large",Countdown,2025-01-19,6,0
"Platform=Web, Type=Standard link, State=Hover (web), Size=Medium",🚧 [DEPRECATED] Link,2025-01-19,18,0
"Expanded=off, Level=Level 1, State=Default",Accordion (Large),2025-01-19,32,0
Breakpoints=1280+,Footer,2025-01-19,173,0
Platform=iOS: iPhone X (and newer),Status bar,2025-01-19,29,0
Icon - Haircare,,2025-01-19,2,0
Icon - Calendar Blank,,2025-01-19,8,0
Icon - Play Triangle,,2025-01-19,90,0
"State=Selected, Platform=App & mWeb",Filter Dropdown Trigger,2025-01-19,5,0
Icon - Dresses (Women),,2025-01-19,6,0
"State=Deselected, Description=Off, Message=Error",🚧 [DEPRECATED] Radio button,2025-01-19,12,0
"Platform=App, Outline=Off",Icon button - Remove Close,2025-01-19,333,0
Icon - Thumbhole,,2025-01-19,18,0
"Platform=Web, Type=Standard link, State=Default, Size=Large",🚧 [DEPRECATED] Link,2025-01-19,254,0
"Platform=Web, Type=Navigation link, State=Default, Size=Large",🚧 [DEPRECATED] Link,2025-01-19,143,0
"State=Selected, Type=Swatch",🚧 [DEPRECATED] Selector,2025-01-19,27,0
Icon - Pause,,2025-01-19,29,0
"Checked=On, State=Selected",Checkbox,2025-01-19,123,7
Icon - Shoes (Boots),,2025-01-19,1,0
"Type=Category, Platform=iOS, State=Focused (Empty)",🚧 [DEPRECATED] Search bar,2025-01-19,1,0
"Type=Single/Multi-select, Lines=Single, State=Disabled, With icon=No",🚧 [DEPRECATED] List - Controls,2025-01-19,2,0
"States=Disabled, Type=Icon, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-01-19,21,0
Icon - Hanger,,2025-01-19,1,0
Icon - Bell Set (Outlined),,2025-01-19,3,0
Icon - Search History,,2025-01-19,1,0
Icon - Donate,,2025-01-19,3,0
"State=Active, Platform=App & mWeb",Filter Dropdown Trigger,2025-01-19,92,2
"State=Deselected, Description=Off, Message=None",🚧 [DEPRECATED] Radio button,2025-01-19,157,0
"Type=List Item, Lines=One, Style=Regular, States=Default, Icon=True, Chevron=False",List - Item (Default),2025-01-19,636,2
Overlay,,2025-01-19,243,0
Icon - Beauty Mother&Baby,,2025-01-19,2,0
Icon - Chevron Left,,2025-01-19,166,0
State=Selected,Reminder button,2025-01-19,42,0
Icon - Bell (Outlined),,2025-01-19,40,0
"State=Hover, Label=Yes, Optional=Off, Message=None, Icon=Trailing",Text input,2025-01-19,2,0
"Type=Single/Multi-select, Lines=Single, State=Deselected, With icon=No",🚧 [DEPRECATED] List - Controls,2025-01-19,12,0
Icon - Flag,,2025-01-19,126,0
Icon - Headset,,2025-01-19,15,0
State=Disabled,.Breadcrumb link,2025-01-19,2,0
"Type=Tertiary, State=Disabled, Size=Default",Button,2025-01-19,2,0
Icon - Chevron Up,,2025-01-19,254,0
Icon - Barcode,,2025-01-19,111,0
"Type=Tertiary, State=Selected, Size=Default",Button,2025-01-19,25,0
Icon - Calendar (100 days),,2025-01-19,3,0
Icon - Encrypted,,2025-01-19,11,0
"Type=List Item, Lines=One, Style=Regular, States=Default, Icon=False, Chevron=False",List - Item (Default),2025-01-19,68,0
"Type=Switch, Lines=Single, State=Deselected, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-01-19,2,0
Type=Right,Icon button - Navigation arrow,2025-01-19,1152,0
"Type=Filter, Platform=iOS, State=Default",Search bar,2025-01-19,10,0
"Orientation=Vertical, State=Initial",Video (Web),2025-01-19,53,0
Platform=iOS,Top bar catalogue,2025-01-19,103,2
"On/off=No, State=Focus",Switch,2025-01-19,7,0
Icon - Bike,,2025-01-19,1,0
"State=Hover, Label=Yes, Optional=Off, Message=None, Icon=Leading",Text input,2025-01-19,1,0
Icon - Audio On,,2025-01-19,12,0
"Breakpoint=1280+ (Desktop), Size=Small, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),2025-01-19,1,0
"Expanded=Off, State=Default, Style=Bold",Accordion (Default),2025-01-19,652,1
"Platform=Web, Type=Icon link, State=Default, Size=Large",🚧 [DEPRECATED] Link,2025-01-19,503,0
"Type=List Item, Lines=Two, Style=Bold, States=Hover (Web), Icon=True, Chevron=True",List - Item (Default),2025-01-19,1,0
Icon - Dentalcare,,2025-01-19,2,0
Icon - Code,,2025-01-19,36,0
Icon - Lip Care,,2025-01-19,24,0
"Platform=Mobile/App, Link color=Black, Overlay=Off",Embedded Navigation,2025-01-19,30,0
"Type=Single/Multi-select, Lines=Multi, State=Disabled, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-01-19,2,0
Icon - Heart (Filled),,2025-01-19,905,0
State=Active,Sorting Dropdown Trigger,2025-01-19,1,0
Type=Horizontal,Checkbox group,2025-01-19,1,0
Divider (Vertical),,2025-01-19,637,1
"Type=Category, Platform=iOS, State=Focused (Filled)",🚧 [DEPRECATED] Search bar,2025-01-19,2,1
Icon - Share (Web),,2025-01-19,5,0
"Type=With label, State=Default",Rating stars,2025-01-19,1,0
Icon - Instagram,,2025-01-19,2,0
"Range=Low, State=Default",Range slider,2025-01-19,3,0
Breakpoint=Desktop 1024 <-> +1280,Carousel Header (Web),2025-01-19,79,0
"Type=List Item, Lines=Two, Style=Bold, States=Default, Icon=False, Chevron=True",List - Item (Default),2025-01-19,89,0
Type=Positive,Flag,2025-01-19,1521,0
"Left action=Back (Arrow), Number of titles=1, Right Action=Text action",Top bar (Android),2025-01-19,1,0
"Type=Default, State=Default, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-01-19,44,0
Icon - Truck (Fast),,2025-01-19,21,0
Platform=App,Icon button - More,2025-01-19,87,0
Icon - Placeholder,,2025-01-19,274,0
Top bar=Off,Action sheet,2025-01-19,10,2
Icon - Order Received,,2025-01-19,40,0
"State=Hover, Size=Large",Text buttons,2025-01-19,4,0
Icon - Confetti,,2025-01-19,3,0
"Platform=Web, State=Selected",Icon button - Reminder,2025-01-19,1,0
"Type=Single/Multi-select, Lines=Multi, State=Deselected, With icon=No",🚧 [DEPRECATED] List - Controls,2025-01-19,4,0
"Orientation=Horizontal, State=Paused",Video (Web),2025-01-19,28,0
Platform=Android,Status bar,2025-01-19,29,0
Icon - Packstation,,2025-01-19,35,0
"Platform=App, State=Deselected",Icon button - Reminder,2025-01-19,24,0
Type=Light mode,Home indicator (iOS),2025-01-19,1079,0
Icon - Trash,,2025-01-19,51,0
"Platform=Mobile/App, Link color=Black, Overlay=On",Embedded Navigation,2025-01-19,3,0
"Platform=Web, Type=Navigation link, State=Default, Size=Medium",🚧 [DEPRECATED] Link,2025-01-19,127,0
Icon -  Avatar A,,2025-01-19,256,0
"Platform=App, Size=Large (48x48), Outline=No, State=Deselected",Icon button - Wishlist,2025-01-19,43,0
"Type=Single/Multi-select, Lines=Single, State=Deselected, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-01-19,150,0
"Platform=Web, Type=Default, Icon (Optional)=Off, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-01-19,4,0
Icon - Rising trend,,2025-01-19,60,0
Breakpoints=1280+,Footer,2025-01-19,139,0
"Viewport=iOS: 375+, Selected tab=Home",Navigation bar,2025-01-19,679,0
State=Default,.Breadcrumb link,2025-01-19,152,1
Icon - skiing,,2025-01-19,1,0
Icon - Truck (Premium) ,,2025-01-19,9,0
"Platform=App, Type=Success, Icon (Optional)=On, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,2025-01-19,2,0
"State=Default, Type=Default",🚧 [DEPRECATED] Selector,2025-01-19,1678,0
Icon - Calendar Star,,2025-01-19,20,0
"States=Disabled, Type=Number, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-01-19,28,0
"State=Default, Label=Yes, Optional=On, Message=None, Icon=None",Text input,2025-01-19,30,0
"Left action=None, Action=Icon",Top bar (iOS),2025-01-19,21,1
Icon - Magnifying glass,,2025-01-19,188,0
State=Default,.Breadcrumb link,2025-01-19,23,0
"Type=Switch, Lines=Single, State=Deselected, With icon=No",🚧 [DEPRECATED] List - Controls,2025-01-19,4,0
Icon - Sunrise Plus,,2025-01-19,5,0
"Type=List Item, Lines=One, Style=Regular, States=Default, Icon=False, Chevron=True",List - Item (Default),2025-01-19,96,0
Icon - Box Transit,,2025-01-19,62,0
Icon - Feather,,2025-01-19,4,0
"Checked=Off, State=Hover (web)",Checkbox,2025-01-19,4,0
Breakpoints=320 - 479,Footer,2025-01-19,19,0
Icon - More,,2025-01-19,113,0
"State=Selected, Type=Default",🚧 [DEPRECATED] Selector,2025-01-19,264,0
"Type=Filter, Platform=Android, State=Default",Search bar,2025-01-19,1,0
"Type=Primary, State=Loading, Size=Default",Button,2025-01-19,181,0
Pill,,2025-01-19,10119,0
"Type=Default, State=Selected, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-01-19,3,0
"Type=Category, Platform=Mobile web, State=Default",🚧 [DEPRECATED] Search bar,2025-01-19,1,0
"Type=Switch, Lines=Multi, State=Deselected, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-01-19,3,0
Icon - Currency ,,2025-01-19,3,0
"State=Disabled, Description=Off, Message=None",🚧 [DEPRECATED] Radio button,2025-01-19,2,0
"Type=Tertiary, State=Default, Size=Default",Button,2025-01-19,378,1
"Type=Color swatch, State=Hover, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-01-19,1,0
"Type=List Item, Lines=One, Style=Bold, States=Default, Icon=True, Chevron=False",List - Item (Default),2025-01-19,28,0
Icon - Eye Closed,,2025-01-19,113,0
"Type=List Item, Lines=One, Style=Regular, States=Disabled, Icon=False, Chevron=False",List - Item (Default),2025-01-19,15,0
Icon - Gift Card,,2025-01-19,9,0
Icon - Fragances,,2025-01-19,2,0
State=Default,.Breadcrumb link,2025-01-19,12,2
"Type=Switch, Lines=Single, State=Selected, With icon=No",🚧 [DEPRECATED] List - Controls,2025-01-19,6,0
"On/off=No, State=Disabled",Switch,2025-01-19,2,0
Icon - Credit Card,,2025-01-19,30,0
Icon - Help,,2025-01-19,14,0
"Range=Full, State=Default",Range slider,2025-01-19,2,0
Icon - Shopping bag (empty),,2025-01-19,267,0
"Checked=Off, State=Disabled",Checkbox,2025-01-19,2,0
Platform=App / mWeb,List - Headers,2025-01-19,23,0
Type=Subtle,🚧 [DEPRECATED] Plus short,2025-01-19,106,0
Icon -  Arrow (Up),,2025-01-19,48,0
"Expanded=Off, State=Hover (web), Style=Bold",Accordion (Default),2025-01-19,1,0
"Platform=App, Type=Error, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-01-19,2,0
Icon - Copy,,2025-01-19,63,0
Layer=Foreground,Page control,2025-01-19,267,0
"Left action=Close (X), Action=Text action",Top bar (iOS),2025-01-19,61,0
"Platform=Web, Type=Navigation link, State=Hover (web), Size=Medium",🚧 [DEPRECATED] Link,2025-01-19,150,0
State=Collapsed,🚧 [DEPRECATED] Expandable container,2025-01-19,16,0
"Left action=Back (Arrow), Number of titles=2, Right Action=1 icon",Top bar (Android),2025-01-19,21,0
Icon - Chevron Right,,2025-01-19,293,0
Type=Disabled,Pagination (Web),2025-01-19,3,0
Type=Vertical,Checkbox group,2025-01-19,23,6
Icon - Cross (X) (Circle - Outlined),,2025-01-19,129,0
"State=Default, Label=Yes, Optional=On, Message=Informative, Icon=None",Text input,2025-01-19,6,0
Breakpoints=320 - 374,Header,2025-01-19,1,0
Icon - Cross (X),,2025-01-19,1160,1
Icon - Avocado,,2025-01-19,3,0
