component_name,component_set_name,file_name,instances
Type=Trade-in - Added,Product Card | Wardrobe (App),Unknown File,0
"Type=Credit card, State=Off focus, CC logo=Off, Message=None",Text input (Payments),Unknown File,0
"Breakpoint=Mobile, Icon=False, Info Button=True, Plus=True, Link=True",Incentive Banner,Unknown File,0
"State=Deselected, Type=Price, Description=On, Plus=Off, Caption=On, Message=None",Radio button (Checkout),Unknown File,0
Type=Owned - Beauty Sub,Product Card | Wardrobe (App),Unknown File,0
"Type=Beauty, Colour=Black, Breakpoint=1280+, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Breakpoint=Desktop, Icon=True, Info Button=False, Plus=False, Link=True",Incentive Banner,Unknown File,0
Type=Twint,Payment Logo,Unknown File,0
"Device=Mobile, Inverted=Yes, Products=No, Description=Yes, Link=Yes",Showstopper (Email),Unknown File,0
"Device=640, Description=Yes, Link=Yes, Card Title=Long, Label Color=Yes",Filtered View Card (Email),Unknown File,0
"Type=Beauty, Colour=White, Breakpoint=1024 - 1279, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Breakpoint=Mobile, Icon=False, Info Button=False, Plus=False, Link=True",Incentive Banner,Unknown File,0
"Device=640, Inverted=Yes, Products=Yes, Description=Yes, Link=Yes",Showstopper (Email),Unknown File,0
Property 1=Trade-in items card,Wardrobe | Overview Cards (App),Unknown File,0
"Type=Pre-owned, Breakpoint=375 - 479",Product Card | Wardrobe (Web) - Liked,Unknown File,0
"Type=Standard, Colour=Black, Breakpoint=1024 - 1279, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Type=Beauty, Colour=Black, Breakpoint=1024 - 1279, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Type=Pre-owned, Breakpoint=1024 - 1279",Product Card | Wardrobe (Web) - Liked,Unknown File,0
"Type=Pre-owned, Breakpoint=768 - 1023",Product Card | Wardrobe (Web) - Liked,Unknown File,0
"Type=Pre-owned, Breakpoint=480 - 767",Product Card | Wardrobe (Web) - Liked,Unknown File,0
Property 1=Liked items card,Wardrobe | Overview Cards (App),Unknown File,0
"Device=Big Desktop, Label Color=Yes",Filtered View Card,Unknown File,0
"Type=AFC with item, Breakpoint=1024-1279",Outfit Cards (Web),Unknown File,0
"Type=Vertical, State=Selected, Flag=On, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Beauty, Delivery=None, Sale=False, Not available=Off",Product Card | Checkout,Unknown File,0
"Type=Credit card, State=On blur, CC logo=On, Message=None",Text input (Payments),Unknown File,0
"Platform=App & mWeb, Beauty=True, Sale=True, Price drop=False",🚧 [DEPRECATED] Pricing + Item Details,Unknown File,0
"Paragraph=true, Carousel=true, Follow Brand=true, Inverted=true",Showstopper (App),Unknown File,0
"Type=Pre-owned, Colour=White, Sale=False, From (price)=False",Product Card | Reco Carousel (App),Unknown File,0
"Type=Pre-owned, Colour=Default, Breakpoint=375 - 479, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Paragraph=false, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),Unknown File,0
"Type=Vertical, State=Deselected, Flag=On, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Standard, Breakpoints=1024 - 1279, Sale=False, From (price)=True",Product Card | Catalogue (Web),Unknown File,0
"Plus member=off, Multiline=Off",List-item Checkout | Plus,Unknown File,0
"Breakpoint=Desktop, Insightful=True, Text review=True",Reviews/Read/Written Reviews,Unknown File,0
"Type=Beauty, State=Default, Sale=True, Not available=Off, Wishlist State=Default",Product Card | Mini-Cart,Unknown File,0
"Type=Pre-owned, Colour=Black, Breakpoint=1280+, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Sale=False, From (price)=False, Breakpoint=768 - 1023",🚧 [deprecated] Product price,Unknown File,0
"Placement=Top Catalog, Entry-point=None, Countdown=True, VoucherCode=False",Sales Banner (Desktop web),Unknown File,0
"Brand=Sephora, Platform=iOS, Zalando logo=Off, Breakpoint=--",Brand experience sticky-bar,Unknown File,0
"Type=Beauty - Bought on Zalando, Breakpoint=375 - 479",Product Card | Wardrobe (Web) - Owned,Unknown File,0
"Type=Standard, Size=480 - 767, Header=Yes",Carousel ,Unknown File,0
"Brand=Sephora, Platform=Web, Zalando logo=Off, Breakpoint=1280+",Brand experience sticky-bar,Unknown File,0
"Sale=False, From (price)=True, Breakpoint=1280+",🚧 [deprecated] Product price,Unknown File,0
"Type=CVC, State=Off focus, CC logo=Off, Message=None",Text input (Payments),Unknown File,0
"Paragraph=false, Carousel=true, Follow Brand=false, Inverted=true",Showstopper (App),Unknown File,0
"Type=Pre-owned, Breakpoints=1280+, Sale=False, From (price)=False",Product Card | Catalogue (Web),Unknown File,0
"Type=Pre-owned, Colour=White, Breakpoint=768 - 1023, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Type=Pre-owned, Colour=Black, Breakpoint=375 - 479, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Type=Pre-owned, Colour=Black, Breakpoint=480 - 767, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Type=Pre-owned, Colour=Default, Breakpoint=768 - 1023, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Type=Pre-owned, Colour=White, Breakpoint=375 - 479, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Type=Pre-owned, Colour=Black, Breakpoint=768 - 1023, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Type=Pre-owned, Colour=Default, Breakpoint=480 - 767, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Type=Pre-owned, Colour=White, Breakpoint=480 - 767, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Type=Standard, Size=1024 - 1279, Header=Yes",Carousel ,Unknown File,0
"Type=Beauty, Colour=Black, Sale=False, From (price)=True",Product Card | Reco Carousel (App),Unknown File,0
"Breakpoint=375 - 479, Property 2=Bought by user",Product Card | Wardrobe (Web) - Trade-in,Unknown File,0
"Type=Standard, Colour=Default, Breakpoint=375 - 479, Sale=True",Product Card | Reco Carousel (Web),Unknown File,0
Product Card | Replenishment | Mini-Cart,,Unknown File,0
"Type=Standard, Breakpoints=1024 - 1279, Sale=True, From (price)=True",Product Card | Catalogue (Web),Unknown File,0
"Device=App/Mobile, Carousel=No",Collection Card,Unknown File,0
Type=Maestro,Payment Logo,Unknown File,0
"Type=Default, Breakpoint=1024-1279",Outfit Cards (Web),Unknown File,0
Type=PayPal,Payment Logo,Unknown File,0
"Type=Fashion, Sale=False, Flags=True, Delivery Type=Plus",Product Card Email,Unknown File,0
"Type=Standard, Colour=White, Sale=True, From (price)=True",Product Card | Reco Carousel (App),Unknown File,0
Property 1=Liked items card - Empty,Wardrobe | Overview Cards (App),Unknown File,0
"Paragraph=true, Carousel=false, Follow Brand=true, Inverted=true",Showstopper (App),Unknown File,0
"Type=Beauty, Sale=False, From (price)=True",Product Card | Catalogue (App),Unknown File,0
"Type=Beauty, Sale=True, Not available=False",Product Card | Cart,Unknown File,0
"Type=Pre-owned, Breakpoints=1024 - 1279, Sale=False, From (price)=False",Product Card | Catalogue (Web),Unknown File,0
"Brand=Sephora, Platform=Android, Zalando logo=On, Breakpoint=--",Brand experience sticky-bar,Unknown File,0
"Platform=Mobile web, Type=Single image",.Image Gallery (deprecated),Unknown File,0
"Device=Desktop, Inverted=No, Live=No, Link=Yes",Want-it Tile,Unknown File,0
"Type=Pre-owned, Colour=Default, Breakpoint=1280+, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Type=Horizontal, State=Deselected, Flag=On, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Plus member=on, Multiline=Off",List-item Checkout | Plus,Unknown File,0
"Paragraph=false, Carousel=true, Follow Brand=true, Inverted=true",Showstopper (App),Unknown File,0
"Placement=Home, Entry-point=Multi, Countdown=True, VoucherCode=True",Sales Banner (Desktop web),Unknown File,0
"Paragraph=true, Carousel=false, Follow Brand=true, Inverted=true",Showstopper (App),Unknown File,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),Unknown File,0
Property 1=Owned items card,Wardrobe | Overview Cards (App),Unknown File,0
"Device=640, Inverted=No, Products=No, Description=Yes, Link=Yes",Showstopper (Email),Unknown File,0
"Device=Mobile web, Inverted=No, Live=No, Link=Yes",Want-it Tile,Unknown File,0
"Device=Mobile, Inverted=Yes, Products=No, Description=No, Link=Yes",Showstopper (Email),Unknown File,0
Type=SEPA - de.AT,Payment Logo,Unknown File,0
Type=iDEAL,Payment Logo,Unknown File,0
"Type=Beauty, Colour=Black, Sale=True, From (price)=False",Product Card | Reco Carousel (App),Unknown File,0
"Type=Standard, Colour=Default, Sale=True, From (price)=False",Product Card | Reco Carousel (App),Unknown File,0
Type=Gift card,Payment Logo,Unknown File,0
"Type=Beauty - Bought on Zalando, Breakpoint=480 - 767",Product Card | Wardrobe (Web) - Owned,Unknown File,0
"Breakpoint=320 - 479, Type=Pre-owned",Product Card | Cart Web,Unknown File,0
"Type=Pre-owned, Sale=False, Not available=False",Product Card | Cart,Unknown File,0
Inverted=False,Plus Showstopper (Desktop),Unknown File,0
Type=Visa Electron,Payment Logo,Unknown File,0
Inverted=True,Showstopper (Desktop 1280+),Unknown File,0
"Platform=Desktop, Returned=False, Size Flag=False, Size Reco=False",Repurchase messaging,Unknown File,0
"Paragraph=false, Carousel=false, Follow Brand=true, Inverted=false",Showstopper (App),Unknown File,0
"Breakpoint=Mobile, Icon=False, Info Button=True, Plus=False, Link=False",Incentive Banner,Unknown File,0
"Type=Fashion - Bought on Zalando, Breakpoint=1024 - 1279",Product Card | Wardrobe (Web) - Owned,Unknown File,0
Size=Medium,Plus flag,Unknown File,0
"Type=Beauty, Sale=False, Flags=True, Delivery Type=Plus",Product Card Email,Unknown File,0
"Breakpoint=Desktop, Icon=True, Info Button=True, Plus=False, Link=True",Incentive Banner,Unknown File,0
"Brand=Sephora, Platform=Web, Zalando logo=Off, Breakpoint=375 - 1023",Brand experience sticky-bar,Unknown File,0
"Type=Pre-owned, Colour=Default, Breakpoint=1024 - 1279, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Type=Pre-owned, Colour=White, Breakpoint=1024 - 1279, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
"Type=Pre-owned, Colour=Black, Breakpoint=1024 - 1279, Sale=False",Product Card | Reco Carousel (Web),Unknown File,0
Wardrobe | Title (Tablet),,Unknown File,0
"Sale=False, From (price)=True, Breakpoint=1024 - 1279",🚧 [deprecated] Product price,Unknown File,0
"Type=Standard, Breakpoints=768 - 1023, Sale=True, From (price)=False",Product Card | Catalogue (Web),Unknown File,0
"Paragraph=true, Carousel=false, Follow Brand=true, Inverted=false",Showstopper (App),Unknown File,0
"Platform=App & mWeb, Beauty=True, Sale=True, Price drop=True",🚧 [DEPRECATED] Pricing + Item Details,Unknown File,0
"Device=App, Inverted=No, Live=Yes, Link=No",Want-it Tile,Unknown File,0
"Device=App, Inverted=No, Live=No, Link=No",Want-it Tile,Unknown File,0
Platform=App & mWeb,"Brand + item name, pricing",Unknown File,0
"Type=Fashion, Sale=True, Flags=True, Delivery Type=None",Product Card Email,Unknown File,0
"Breakpoint=Mobile, Type=Standard",Incentive Banner,Unknown File,0
Type=Sale,Flag,Unknown File,0
"Brand=Sephora, Platform=Web, Zalando logo=On, Breakpoint=375 - 1023",Brand experience sticky-bar,Unknown File,0
Type=AFC,Outfit Cards (App),Unknown File,0
"Type=Beauty, Breakpoints=375 - 479, Sale=False, From (price)=True",Product Card | Catalogue (Web),Unknown File,0
"Device=Mobile web, Inverted=No, Live=Yes, Link=No",Want-it Tile,Unknown File,0
"Type=Beauty, Sale=False, Flags=True, Delivery Type=None",Product Card Email,Unknown File,0
"State=Deselected, Type=Price, Description=On, Plus=On, Caption=On, Message=None",Radio button (Checkout),Unknown File,0
"Type=Fashion - Bought on Zalando, Breakpoint=480 - 767",Product Card | Wardrobe (Web) - Owned,Unknown File,0
"Type=Fashion, Sale=False, Flags=True, Delivery Type=Long Distance",Product Card Email,Unknown File,0
"Device=Desktop, Inverted=No, Live=Yes, Link=No",Want-it Tile,Unknown File,0
"Type=Beauty - Bought on Zalando, Breakpoint=1024 - 1279",Product Card | Wardrobe (Web) - Owned,Unknown File,0
"Type=Beauty, Sale=False, Flags=True, Delivery Type=Long Distance",Product Card Email,Unknown File,0
Type=Packstation,Address tile,Unknown File,0
Property 1=Trade-in items card,Wardrobe | Overview Cards (App),Unknown File,0
"Platform=App & mWeb, Plus membership=Star, Delivery type=Premium",Delivery tile,Unknown File,0
"Device=Mobile web, Inverted=Yes, Live=Yes, Link=No",Want-it Tile,Unknown File,0
"Type=Horizontal, State=Deselected, Flag=Off, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Default, Sale=False",Product Card | Replenishment | Cart,Unknown File,0
"Type=Vertical, State=Deselected, Flag=Off, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Pre-owned, Breakpoints=375 - 479, Sale=True, From (price)=False",Product Card | Catalogue (Web),Unknown File,0
"Brand=Sephora, Platform=Android, Zalando logo=Off, Breakpoint=--",Brand experience sticky-bar,Unknown File,0
"Platform=Web, Description=02, Header=No",Detail - List,Unknown File,0
"Type=AFC, Breakpoint=375-479",Outfit Cards (Web),Unknown File,0
HEADER,,Unknown File,0
Message=Reference item,Size Advice,Unknown File,0
"Platform=Desktop, Ratings=False, Reviews=False, Insightful=False, Pills=False",Reviews/Read/Entry Point,Unknown File,0
"Placement=Top Catalog, Entry-point=None, Countdown=False, VoucherCode=True",Sales Banner (Desktop web),Unknown File,0
"Type=Default, Breakpoint=375-479",Outfit Cards (Web),Unknown File,0
"Device=App, Inverted=Yes, Live=Yes, Link=No",Want-it Tile,Unknown File,0
Type=BLIK,Payment Logo,Unknown File,0
"Type=Standard, Delivery=Long distance, Sale=False, Not available=Off",Product Card | Checkout,Unknown File,0
"Device=640, Inverted=No, Products=No, Description=Yes, Link=No",Showstopper (Email),Unknown File,0
Platform=App,Icon button - Edit,Unknown File,0
"Type=AFC, Breakpoint=1024-1279",Outfit Cards (Web),Unknown File,0
"Single Size=False, State=Low Stock",Size Picker - Entry Point,Unknown File,0
"Type=Beauty, Breakpoints=1280+, Sale=False, From (price)=True",Product Card | Catalogue (Web),Unknown File,0
"Type=Standard, Colour=Black, Breakpoint=375 - 479, Sale=True",Product Card | Reco Carousel (Web),Unknown File,0
"Device=640, Inverted=No, Products=Yes, Description=Yes, Link=Yes",Showstopper (Email),Unknown File,0
"Device=Email 640px, Inverted=Yes, Live=No, Link=No",Want-it Tile,Unknown File,0
Inverted=False,Plus Showstopper (Desktop),Unknown File,0
"Type=Standard, Delivery=None, Sale=False, Not available=On",Product Card | Checkout,Unknown File,0
"Platform=App & mWeb, Ratings=True, Reviews=False, Insightful=False, Pills=False",Reviews/Read/Entry Point,Unknown File,0
"Type=AFC, Breakpoint=1280+",Outfit Cards (Web),Unknown File,0
"Platform=Desktop, Beauty=False, Sale=True, Price drop=True",🚧 [DEPRECATED] Pricing + Item Details,Unknown File,0
"Device=Big Desktop 1280+, Images=Yes, Illustration=No",CCC Tiles (NCR),Unknown File,0
"State=Selected, Type=Price, Description=On, Plus=On, Caption=On, Message=None",Radio button (Checkout),Unknown File,0
"Platform=App, Real Data?=No",Detail - Tile,Unknown File,0
Platform=mWeb,Template | Catalogue Product cards,Unknown File,0
"Breakpoint=479+, Type=Standard",Product Card Order Details Webview,Unknown File,0
"Type=Standard, Device=Ipad, Sale=False, From (price)=False",Product Card | Shoppable (App & Ipad),Unknown File,0
"Type=Eligible, Breakpoint=1024 - 1279",Product Card | Trade-in (Web),Unknown File,0
"Platform=iOS, Type=Single image",.Image Gallery (deprecated),Unknown File,0
"Breakpoint=1200+, Type=Standard",Product Card Order Details Webview,Unknown File,0
"Type=Credit card, State=On focus, CC logo=Off, Message=None",Text input (Payments),Unknown File,0
"Type=Pre-owned, Colour=Black, Sale=False, From (price)=False",Product Card | Reco Carousel (App),Unknown File,0
Type=Mastercard,Payment Logo - square,Unknown File,0
"Platform=App & mWeb, Type=Overlay",CCC (Communication),Unknown File,0
"Device=App/Mobile, Label Color=No",Filtered View Card,Unknown File,0
"Type=Standard, Colour=Default, Sale=True, From (price)=True",Product Card | Reco Carousel (App),Unknown File,0
"Type=Pre-owned, State=Default, Sale=False, Not available=Off, Wishlist State=Default",Product Card | Mini-Cart,Unknown File,0
"Device=Mobile, Inverted=No, Products=No, Description=Yes, Link=No",Showstopper (Email),Unknown File,0
"Brand=Sephora, Platform=Web, Zalando logo=On, Breakpoint=1280+",Brand experience sticky-bar,Unknown File,0
"Platform=Desktop, # Items=03, View All=No",Tile,Unknown File,0
"Plus member=on, Multiline=on",List-item Checkout | Plus,Unknown File,0
"State=Deselected, Type=Price, Description=On, Plus=On, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"State=Deselected, Type=None, Description=On, Plus=On, Caption=On, Message=None",Radio button (Checkout),Unknown File,0
List-item Checkout | Payment method,,Unknown File,0
"Device=Desktop, Inverted=Yes, Live=Yes, Link=No",Want-it Tile,Unknown File,0
"Type=Eligible, Breakpoint=768 - 1023",Product Card | Trade-in (Web),Unknown File,0
"State=Deselected, Type=Optional, Description=On, Plus=On, Caption=On, Message=Error",Radio button (Checkout),Unknown File,0
Type=Klarna,Payment Logo - square,Unknown File,0
"Breakpoint=Mobile, Icon=True, Info Button=True, Plus=False, Link=False",Incentive Banner,Unknown File,0
Property 1=Trade-in items card - No Eligible items,Wardrobe | Overview Cards (App),Unknown File,0
Inverted=False,Plus Showstopper (Desktop),Unknown File,0
"Type=Eligible, Breakpoint=480 - 767",Product Card | Trade-in (Web),Unknown File,0
Category=Description,Detail - Box,Unknown File,0
"Device=Email 640px, Inverted=No, Live=No, Link=No",Want-it Tile,Unknown File,0
"Breakpoint=375 - 479, Property 2=Added by user",Product Card | Wardrobe (Web) - Trade-in,Unknown File,0
"Type=Saved, Breakpoint=1280+",Outfit Cards (Web),Unknown File,0
"Platform=Desktop web, Type=Overlay",CCC (Communication),Unknown File,0
"Platform=App & mWeb, Plus membership=-, Delivery type=Standard",Delivery tile,Unknown File,0
"Type=Beauty, Sale=False, Flags=False, Delivery Type=Long Distance",Product Card Email,Unknown File,0
PDP | Beauty Sampling,,Unknown File,0
"Type=Fashion, Sale=False, Flags=False, Delivery Type=Long Distance",Product Card Email,Unknown File,0
"Type=Beauty, Sale=False, Flags=False, Delivery Type=Plus",Product Card Email,Unknown File,0
"Breakpoint=Desktop, Icon=False, Info Button=False, Plus=False, Link=False",Incentive Banner,Unknown File,0
"Type=Horizontal, State=Deselected, Flag=On, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Beauty, Delivery=None, Sale=False, Not available=On",Product Card | Checkout,Unknown File,0
"Type=Horizontal, State=Selected, Flag=On, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Credit card, State=Off focus, CC logo=On, Message=Informative",Text input (Payments),Unknown File,0
"Device=640, Inverted=No, Products=No, Description=No, Link=Yes",Showstopper (Email),Unknown File,0
"Device=640, Description=Yes, Link=Yes, Card Title=Short, Label Color=Yes",Filtered View Card (Email),Unknown File,0
"Type=Vertical, State=Selected, Flag=Off, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Fashion, Sale=True, Flags=True, Delivery Type=Plus",Product Card Email,Unknown File,0
"Paragraph=true, Carousel=true, Follow Brand=true, Inverted=false",Showstopper (App),Unknown File,0
Property 1=Liked items card - Empty,Wardrobe | Overview Cards (App),Unknown File,0
"Type=Horizontal, State=Selected, Flag=Off, Pay extra=Off, CC logo=1",Radio button (Payments),Unknown File,0
"Breakpoint=Mobile, Icon=False, Info Button=False, Plus=True, Link=True",Incentive Banner,Unknown File,0
Property 1=Owned items card - Empty,Wardrobe | Overview Cards (App),Unknown File,0
"Type=Preowned, Sale=False, Flags=False, Delivery Type=None",Product Card Email,Unknown File,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),Unknown File,0
"Type=Pre-owned, State=Default, Sale=True, Not available=Off, Wishlist State=Default",Product Card | Mini-Cart,Unknown File,0
"Type=Default, Breakpoint=768-1023",Outfit Cards (Web),Unknown File,0
Property 1=Trade-in items card - No Eligible items,Wardrobe | Overview Cards (App),Unknown File,0
"Breakpoint=Mobile, Icon=False, Info Button=False, Plus=False, Link=False",Incentive Banner,Unknown File,0
"Type=Beauty, Delivery=Plus Premium, Sale=True, Not available=Off",Product Card | Checkout,Unknown File,0
"Type=Standard, State=Default, Sale=False, Not available=On, Wishlist State=Default",Product Card | Mini-Cart,Unknown File,0
Type=Swish,Payment Logo,Unknown File,0
"Type=Credit card, State=On blur, CC logo=Off, Message=None",Text input (Payments),Unknown File,0
"Device=Email 640px, Inverted=No, Live=Yes, Link=No",Want-it Tile,Unknown File,0
Price Style=Bold Current Price,,Unknown File,0
Size=Large,Plus Logo,Unknown File,0
"Type=Standard, Breakpoints=480 - 767, Sale=True, From (price)=False",Product Card | Catalogue (Web),Unknown File,0
"Device=Mobile, Inverted=No, Products=Yes, Description=Yes, Link=Yes",Showstopper (Email),Unknown File,0
"Type=Default Web, Status=Unchecked",Product card | Returns,Unknown File,0
Inverted=False,Plus Showstopper (Desktop),Unknown File,0
Inverted=True,Showstopper (Desktop 1280+),Unknown File,0
"Sale=True, From (price)=False, Breakpoint=768 - 1023",🚧 [deprecated] Product price,Unknown File,0
"Breakpoint=Mobile, Insightful=True, Text review=True",Reviews/Read/Written Reviews,Unknown File,0
"Type=Beauty, Delivery=None, Sale=True, Not available=Off",Product Card | Checkout,Unknown File,0
Viewport=Desktop Web,EA PDP Storytelling,Unknown File,0
Type=EPS,Payment Logo,Unknown File,0
"Type=Pre-owned, Sale=True, From (price)=False",Product Card | Catalogue (App),Unknown File,0
"Placement=Home, Entry-point=Multi, Countdown=False, VoucherCode=True",Sales Banner (Desktop web),Unknown File,0
"Breakpoint=Desktop, Icon=False, Info Button=False, Plus=True, Link=False",Incentive Banner,Unknown File,0
"Type=Beauty, Colour=Black, Sale=True, From (price)=True",Product Card | Reco Carousel (App),Unknown File,0
"Breakpoint=Desktop, Icon=False, Info Button=True, Plus=True, Link=True",Incentive Banner,Unknown File,0
"Sale=True, From (price)=True, Breakpoint=480 - 767",🚧 [deprecated] Product price,Unknown File,0
"Breakpoint=Mobile, Icon=False, Info Button=False, Plus=True, Link=False",Incentive Banner,Unknown File,0
"Platform=mWeb & apps, Status=Beauty - In stock",Size + Primary CTA + Wishlist,Unknown File,0
"Breakpoint=Mobile, Icon=True, Info Button=False, Plus=False, Link=False",Incentive Banner,Unknown File,0
"Type=Credit card, State=Off focus, CC logo=Off, Message=Error",Text input (Payments),Unknown File,0
"Paragraph=false, Carousel=true, Follow Brand=false, Inverted=true",Showstopper (App),Unknown File,0
"Device=Desktop, Inverted=Yes, Live=No, Link=Yes",Want-it Tile,Unknown File,0
Property 1=Liked items card - Empty,Wardrobe | Overview Cards (App),Unknown File,0
Property 1=Owned items card - Empty,Wardrobe | Overview Cards (App),Unknown File,0
"Platform=App & mWeb, Sold & shipped=#supportthestores",Partner information,Unknown File,0
"Type=CVC, State=On blur, CC logo=Off, Message=None",Text input (Payments),Unknown File,0
"Device=Mobile web, Inverted=No, Live=No, Link=No",Want-it Tile,Unknown File,0
"Type=Saved, Breakpoint=375-479",Outfit Cards (Web),Unknown File,0
"Type=Ineligible (Digital review), Breakpoint=1280+",Product Card | Trade-in (Web),Unknown File,0
Type=Przelewy24,Payment Logo,Unknown File,0
"Type=Branded, Breakpoint=1024-1279",Outfit Cards (Web),Unknown File,0
Type=Ineligible (Digital review),Product Card | Trade-in (App),Unknown File,0
Property 1=Trade-in items card - No Eligible items,Wardrobe | Overview Cards (App),Unknown File,0
"Type=Branded, Breakpoint=375-479",Outfit Cards (Web),Unknown File,0
Type=Default,Flag,Unknown File,0
Inverted=False,Plus Showstopper (Desktop),Unknown File,0
"State=Selected, Type=None, Description=On, Plus=Off, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"Paragraph=false, Carousel=false, Follow Brand=false, Inverted=true",Showstopper (App),Unknown File,0
"Type=Standard, Device=IOS, Sale=True, From (price)=False",Product Card | Shoppable (App & Ipad),Unknown File,0
"Device=Desktop, Inverted=Yes, Live=No, Link=No",Want-it Tile,Unknown File,0
"Type=CVC, State=On focus, CC logo=Off, Message=None",Text input (Payments),Unknown File,0
"Breakpoint=Mobile, Icon=True, Info Button=False, Plus=False, Link=True",Incentive Banner,Unknown File,0
"Device=Mobile, Description=No, Link=No, Card Title=Short, Label Color=Yes",Filtered View Card (Email),Unknown File,0
Proposition=Beauty,PDP - Full page,Unknown File,0
"Platform=Desktop, Rows=Three (Expanded)",(DEPRECATED) Colour Picker [MIN 2 Thumbnails],Unknown File,0
"Type=Ineligible (Digital review), Breakpoint=375 - 479",Product Card | Trade-in (Web),Unknown File,0
"Type=Pre-owned, Delivery=None, Sale=False, Not available=On",Product Card | Checkout,Unknown File,0
"Breakpoint=Desktop, Icon=False, Info Button=True, Plus=False, Link=True",Incentive Banner,Unknown File,0
"Type=Standard, Device=IOS, Sale=False, From (price)=True",Product Card | Shoppable (App & Ipad),Unknown File,0
"Item available yet=False, Membership linked=false",Nike First Access,Unknown File,0
"Breakpoint=Desktop, Icon=False, Info Button=True, Plus=False, Link=False",Incentive Banner,Unknown File,0
"Type=Beauty, Breakpoints=480 - 767, Sale=False, From (price)=False",Product Card | Catalogue (Web),Unknown File,0
"Type=AFC, Breakpoint=480-767",Outfit Cards (Web),Unknown File,0
Type=PostePay,Payment Logo,Unknown File,0
"State=Hover (Web only), Type=Price, Description=On, Plus=Off, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
Type=Ineligible (Warehouse review),Product Card | Trade-in (App),Unknown File,0
Type=SVEA,Payment Logo,Unknown File,0
"Type=Saved, Breakpoint=1024-1279",Outfit Cards (Web),Unknown File,0
"Type=CVC, State=Off focus, CC logo=Off, Message=Error",Text input (Payments),Unknown File,0
"Type=Saved, Breakpoint=768-1023",Outfit Cards (Web),Unknown File,0
"Type=Branded, Breakpoint=480-767",Outfit Cards (Web),Unknown File,0
"Type=Ineligible (Warehouse review), Breakpoint=1280+",Product Card | Trade-in (Web),Unknown File,0
"Type=AFC with item, Breakpoint=480-767",Outfit Cards (Web),Unknown File,0
"Type=AFC with item, Breakpoint=768-1023",Outfit Cards (Web),Unknown File,0
"Type=Saved, Breakpoint=480-767",Outfit Cards (Web),Unknown File,0
"Type=Branded, Breakpoint=768-1023",Outfit Cards (Web),Unknown File,0
"Type=AFC, Breakpoint=768-1023",Outfit Cards (Web),Unknown File,0
"Platform=App & mWeb, Type=Inline",CCC (Communication),Unknown File,0
"State=Deselected, Type=Price, Description=On, Plus=On, Caption=On, Message=Error",Radio button (Checkout),Unknown File,0
"State=Deselected, Type=None, Description=Off, Plus=On, Caption=On, Message=None",Radio button (Checkout),Unknown File,0
"Placement=Home, Entry-point=Single, Countdown=True, VoucherCode=False",Sales Banner (Desktop web),Unknown File,0
"State=Deselected, Type=Price, Description=Off, Plus=On, Caption=On, Message=None",Radio button (Checkout),Unknown File,0
"State=Disabled, Type=Optional, Description=On, Plus=Off, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"State=Deselected, Type=None, Description=On, Plus=On, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"State=Deselected, Type=None, Description=Off, Plus=On, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"State=Deselected, Type=None, Description=On, Plus=Off, Caption=Off, Message=Error",Radio button (Checkout),Unknown File,0
